Date,AAPL,VZ,V,UNH,TRV,PG,NKE,MSFT,MRK,MMM,MCD,KO,JPM,JNJ,INTC,IBM,HON,HD,GS,DIS,CVX,CSCO,CRM,CAT,BA,AXP,AMGN,WBA,WMT
2021-07-01,0.002260894778919619,0.004629668211468355,0.005671964057534751,0.011051507299356769,0.014061269243121658,0.002295137414299097,0.0224656907251314,0.002580646889033464,0.0028248380754783316,0.0023131189322616085,0.005526045862587547,-0.002775945645653372,0.009852324981270828,0.007378584764017552,-0.0023183548279736422,0.0017042143880563766,0.005773015446124018,0.008275779879598131,-0.012034458226870328,0.008441203789029432,0.013937131496302615,0.008267599372328828,0.0029023687418576007,-0.004236282155257042,0.0007093750274589863,0.012901947923622538,0.012840114536848109,-0.07702184154357693,-0.012128272014599047
2021-07-02,0.019406891542318498,0.0026611434797517925,0.014690669732524201,0.010979347680381933,-0.003959584858387671,0.004867975369750635,0.010952455921521559,0.022031030394574918,0.007791104130610044,0.0040103502065847235,0.005838142650161746,0.004068779445860791,-0.0009609064279998334,0.01803339646663353,0.013301600750073037,-0.047558255907379735,0.0031679186818060305,0.0036013746328645868,-0.002215805988442988,-0.0008465384062341332,-0.0013190677877948694,0.0088172946543247,0.013058303355447902,0.0048333902212013245,-0.012804285369677586,0.009301117626248469,0.0072639891558373805,-0.011148083619034792,0.005654209201368801
2021-07-06,0.01461117853108765,-0.0005317378210382905,0.00405669903959895,0.002196244589102264,-0.002582110432728408,0.0005887507038526826,0.0023135001742563355,3.602550919714304e-05,-0.006253583327448969,-0.015122025221560607,-0.0037737315876378713,-0.005552565923863429,-0.01693427144165445,-0.005994868336339072,-0.011874268094217781,-0.008895404258056714,-0.012549048012362573,-0.010717343821188448,-0.011558982272805276,-0.019498896792679004,-0.01980454183092822,-0.010514585674498582,0.00822555772038242,-0.019662879307961952,-0.0022841399685715877,0.0062712159134958164,-0.020514498175097307,-0.009804864395402397,-0.001214046095229477
2021-07-07,0.017796021935645757,0.002125031320313874,0.0016680929639948578,0.003406584819669954,0.008910047114073416,0.007473067783479289,0.00031223030461860913,0.008142279088919534,0.0057445331915735465,0.014971932173983746,0.008044896819687447,0.00813315550391623,0.0011726565027011615,0.00853623053471063,-0.002320496857201417,0.007465923690297988,0.009924947205678806,0.013131473883748574,-0.0059387094840565825,-0.0050214823281617225,-0.010245669735242914,0.005271112337577815,-0.007259040677282657,0.005464540470986602,-0.018636206254662228,0.008339641457346983,-0.0017664170715272745,-0.004412223580594141,-0.001644723417764933
2021-07-08,-0.009242242782954881,-0.0039790571530386645,-0.014225812197393023,-0.004162556059034367,-0.02440996147008793,-0.0001458254142341017,0.002930364559512983,-0.009007137739790155,-0.005616617175913304,-0.00798742642988408,-0.007658306597112507,-0.0035039037683794326,-0.01740436285695447,-0.0019496427688164742,-0.010237974000011531,0.0065584189470884405,-0.006453802371483892,-0.015389188366670992,-0.02403064291082459,-0.00011575876328179457,-0.003211094400188264,0.0,-0.010683167970499426,-0.01209013464514627,0.021300583200081925,-0.020563150007462196,0.004348761528333955,-0.016346899507697892,-0.0008595201453676811
2021-07-09,0.012970442384149534,0.0069799284451384554,0.007830377653478326,0.005255183929890843,0.031872725490722814,0.0003648746734609569,0.0023006965247437286,0.001872711049644099,-0.0016654368188212926,0.013675184284340268,0.012123336973404302,0.0060779253928383535,0.03149811301459921,0.003954831614828747,0.010774041208598194,0.005526777397137248,0.022630978383830866,0.011082711814677399,0.03509335267624656,0.024240783789320087,0.014225850520660907,0.008972081577263459,-0.003015140988731227,0.024726007294630443,0.011839890018686447,0.02616222056664821,0.003759057134512205,0.014660939387613986,0.005073369976168884
2021-07-12,-0.004212470370349815,0.0014257953099649043,-0.0025192645561588145,0.009491142816491967,0.004944551934000147,0.0008023027218968446,0.005080197681497531,-0.002233112337639988,-0.005657678471706045,-0.0050876038947532745,-0.0002969093531574128,0.0003671452543005343,0.01421448623019907,-0.0015919237132689308,0.013130048685128988,-0.0042487207447834165,0.003026609349987617,-0.0010870896082549742,0.023237487498506737,0.04062321403286999,0.002015764976807446,-0.009535532656656976,-0.00881204911669158,0.005321105350931086,-0.005440722720412666,0.009608187779762703,-0.0033906469376632545,0.0029485454531787596,-0.001783352610904846
2021-07-13,0.007858243529159065,-0.0010692120632826898,0.018658658871605466,0.005991071279011466,-0.007164435240225691,-0.00124009807764423,-0.0014222571447946057,0.013111569927879211,0.0007733128549950054,-0.001901960420563522,0.0023738906021135405,0.009863119023635247,-0.014985058245331674,-0.0012399278835730624,0.002464832982680289,-0.004552046528233562,-0.004186165425620693,-0.014684502787143677,-0.011950047905015793,-0.003967132821603186,-0.003361975138704968,0.0016894017003068111,0.004559187213713472,-0.015630685960003967,-0.04326596708315177,-0.00566118999437799,0.0018806025706547508,-0.0048485770320873455,0.003777207832376459
2021-07-14,0.02381458933054369,0.004092154104110963,0.014907951934308324,-0.009120819453974848,0.010015713065981457,0.007346632472593729,-0.0003095631521981367,0.005430467494933578,0.00012884481320030636,0.016052800518225177,0.004056797961650419,0.022287085316612807,-0.0034108345402293033,0.006771009694539853,-0.006173366847538459,-0.003284429071208954,0.016333170455774686,0.006821171898262252,-0.004211162436701666,-0.0012531438832311889,-0.01903885446338408,0.014337835426659814,-0.006537227954058033,-0.01663469909737366,-0.016569472423466493,-0.0005795099450735257,-0.0005311914725394315,-0.009341973849441337,0.006876290783185269
2021-07-15,-0.0045022913465213275,0.004075550939310549,0.010353095529096258,0.0127219586309881,0.0067718117207241635,0.008515715586810732,0.0009283058142543242,-0.005252597908908982,0.003600931223902039,-0.0011840336339889004,-0.0010549882781873737,0.0031942841374673577,0.0021892793525929116,-0.012102073264035425,-0.01264150508642781,0.0044956731707242615,0.021886236366587358,0.010873438686375695,-0.0028084388717029597,0.0039720145988666865,-0.006592213733989871,-0.008167891697285282,-0.020208562133279276,-0.0010872948717480905,-0.007558017569431377,0.0019110735986147581,0.007856304986506926,-0.013529644242091767,0.0007768398086388543
