BursatilIndex,Sampling Method,Indicator,Execution,Ind_Value
dowjones,nsgaii,IGD,8,6.664507157598049e-05
dowjones,nsgaii,IGD,9,7.483607356550137e-05
dowjones,nsgaii,IGD,10,6.367356901233178e-05
dowjones,nsgaii,IGD,11,7.684860821345232e-05
dowjones,nsgaii,IGD,12,6.064007036026698e-05
dowjones,nsgaii,IGD,13,6.975035448691691e-05
dowjones,nsgaii,IGD,14,6.737473562433897e-05
dowjones,nsgaii,IGD,15,7.504445782893692e-05
dowjones,nsgaii,IGD,16,6.81035696675041e-05
dowjones,nsgaii,IGD,17,5.9952680284497555e-05
dowjones,nsgaii,IGD,18,6.419978873606996e-05
dowjones,nsgaii,IGD,19,7.353697167592155e-05
dowjones,sms,IGD,0,4.346370488848281e-05
dowjones,sms,IGD,1,4.354131628280388e-05
dowjones,sms,IGD,2,4.071333994400336e-05
dowjones,sms,IGD,3,3.9910678055751936e-05
dowjones,sms,IGD,4,3.1402126124026054e-05
dowjones,sms,IGD,5,0.00021008583881001574
dowjones,sms,IGD,6,3.6370804516185705e-05
dowjones,sms,IGD,7,3.200063152094915e-05
dowjones,sms,IGD,8,3.2131862907340195e-05
dowjones,sms,IGD,9,4.994388626554688e-05
dowjones,sms,IGD,10,3.345347619167269e-05
dowjones,sms,IGD,11,3.976623856471775e-05
dowjones,sms,IGD,12,4.423505982281369e-05
dowjones,sms,IGD,13,4.234472648147583e-05
dowjones,sms,IGD,14,3.778948997750067e-05
dowjones,sms,IGD,15,3.6130522804698785e-05
dowjones,sms,IGD,16,3.731423365502594e-05
dowjones,sms,IGD,17,3.551986239764255e-05
dowjones,sms,IGD,18,3.423622266957648e-05
dowjones,sms,IGD,19,3.7133762410350725e-05
dowjones,mkds,IGD,0,8.03585712124208e-05
dowjones,mkds,IGD,1,8.03585712124208e-05
dowjones,mkds,IGD,2,8.03585712124208e-05
dowjones,mkds,IGD,3,8.03585712124208e-05
dowjones,mkds,IGD,4,8.03585712124208e-05
dowjones,mkds,IGD,5,8.03585712124208e-05
dowjones,mkds,IGD,6,8.03585712124208e-05
dowjones,mkds,IGD,7,8.03585712124208e-05
dowjones,mkds,IGD,8,8.03585712124208e-05
dowjones,mkds,IGD,9,8.03585712124208e-05
dowjones,mkds,IGD,10,8.03585712124208e-05
