Date,AAPL,AMGN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WBA,WMT
2021-11-15,148.5009002685547,195.84263610839844,178.150390625,233.08999633789062,198.86842346191406,305.489990234375,53.87563705444336,108.38003540039062,158.42999267578125,54.178287506103516,383.4041442871094,353.0778503417969,214.5074920654297,109.1182861328125,47.45066833496094,154.86514282226562,156.7900390625,53.32207489013672,242.02984619140625,167.07833862304688,78.70099639892578,330.0898742675781,165.1817169189453,140.26846313476562,151.2380828857422,438.56353759765625,209.4911346435547,46.28120040893555,44.925228118896484,142.41912841796875
2021-11-16,149.4908905029297,193.94467163085938,176.00047302246094,225.8000030517578,196.68544006347656,307.0899963378906,53.62164306640625,108.80680084228516,158.8300018310547,53.21986770629883,381.7750549316406,373.2969665527344,213.4468536376953,108.7419204711914,47.72413635253906,154.06008911132812,155.66043090820312,52.945377349853516,241.57054138183594,167.1330108642578,79.095947265625,333.46868896484375,168.09701538085938,140.06861877441406,152.1279296875,437.4156188964844,212.33299255371094,45.98090744018555,44.33194351196289,138.79345703125
2021-11-17,151.95602416992188,194.35069274902344,174.72607421875,226.6199951171875,194.33975219726562,308.0199890136719,53.39586639404297,108.31879425048828,157.3300018310547,52.749691009521484,370.84527587890625,375.6947937011719,212.59835815429688,108.37474060058594,47.36580276489258,154.63783264160156,154.82264709472656,52.65343475341797,241.79063415527344,167.10568237304688,77.67597198486328,333.6949462890625,168.00894165039062,139.9829864501953,149.66885375976562,436.7638244628906,202.34690856933594,45.68943786621094,43.63825988769531,137.60105895996094
2021-11-18,156.29222106933594,192.65101623535156,171.41854858398438,227.25,192.8461456298828,302.989990234375,50.45137405395508,107.4084701538086,155.5800018310547,52.42418670654297,370.6748046875,386.1611022949219,212.8008270263672,107.08960723876953,46.84716033935547,153.80441284179688,153.48594665527344,52.182559967041016,242.5465545654297,164.26638793945312,78.09915161132812,335.8105163574219,167.62741088867188,140.00201416015625,149.2957000732422,437.2696838378906,200.63980102539062,45.256656646728516,43.64738464355469,138.78379821777344
2021-11-19,158.94546508789062,194.59620666503906,168.82113647460938,214.1300048828125,191.90786743164062,301.1700134277344,50.093910217285156,105.0247573852539,154.0,51.845516204833984,366.9052429199219,388.8633728027344,210.66995239257812,106.5296401977539,46.696292877197266,154.2684783935547,151.4808807373047,51.91886901855469,241.08253479003906,164.68902587890625,75.88922882080078,337.62115478515625,171.0807342529297,139.71652221679688,145.94677734375,428.0567321777344,198.20248413085938,44.92102813720703,42.88068771362305,138.03733825683594
2021-11-22,159.4107666015625,191.432861328125,166.2529296875,209.89999389648438,193.76528930664062,296.8399963378906,51.363887786865234,106.90170288085938,154.16000366210938,53.15657424926758,375.2115478515625,388.9584655761719,210.33245849609375,106.9151840209961,46.98861312866211,152.2379913330078,154.70970153808594,52.23906326293945,242.5465545654297,165.08416748046875,76.77320098876953,334.3935546875,170.4546356201172,140.6491241455078,150.0994415283203,425.66351318359375,192.99234008789062,45.52162170410156,43.19101333618164,140.354248046875
2021-11-23,159.79684448242188,193.132568359375,166.2042999267578,209.1300048828125,196.5897216796875,291.4200134277344,52.022396087646484,109.1446533203125,151.02999877929688,53.509193420410156,384.85321044921875,388.558837890625,208.26904296875,107.20893096923828,46.30023193359375,153.18174743652344,158.4091339111328,52.625179290771484,244.62295532226562,164.90040588378906,77.86405944824219,332.2779846191406,168.4100341796875,142.2097625732422,153.3431396484375,434.9931945800781,195.8638458251953,45.707096099853516,43.25490951538086,141.35275268554688
2021-11-24,160.3215789794922,192.60377502441406,166.943603515625,210.60000610351562,198.25567626953125,289.1700134277344,52.248172760009766,109.97989654541016,151.33999633789062,53.011905670166016,378.0813293457031,392.1174011230469,204.61471557617188,107.15385437011719,46.92259979248047,152.75277709960938,157.1665802001953,52.201393127441406,246.0199432373047,163.21885681152344,77.37504577636719,332.50433349609375,168.2926483154297,141.46751403808594,152.10879516601562,437.94091796875,200.5608673095703,45.62761306762695,42.552093505859375,142.06044006347656
2021-11-26,155.2428436279297,189.88427734375,152.55581665039062,199.2100067138672,190.27064514160156,284.2099914550781,51.42973709106445,107.46478271484375,148.11000061035156,52.08060073852539,368.7995300292969,383.1639404296875,200.75787353515625,106.30931854248047,45.998477935791016,151.7613525390625,152.43162536621094,50.600406646728516,239.2262420654297,161.28004455566406,74.4410400390625,324.4059753417969,164.36976623535156,140.33509826660156,147.02798461914062,427.9691467285156,195.03494262695312,45.75126647949219,41.894920349121094,140.47056579589844
2021-11-29,158.6385498046875,192.1316375732422,153.56752014160156,198.5,187.58026123046875,296.739990234375,52.45513916015625,107.78386688232422,147.80999755859375,52.04399108886719,366.1002197265625,387.08404541015625,200.22755432128906,108.77864074707031,47.14891815185547,152.28565979003906,151.77267456054688,51.400909423828125,239.5037078857422,161.93243408203125,70.42558288574219,331.2447814941406,166.17955017089844,141.81007385253906,145.8223419189453,439.73101806640625,193.69293212890625,45.62761306762695,42.0592155456543,138.2699737548828
2021-11-30,163.64797973632812,187.79742431640625,148.15870666503906,197.85000610351562,185.11968994140625,284.9599914550781,51.58967208862305,105.92567443847656,144.89999389648438,50.27745819091797,360.84375,381.1752624511719,195.00155639648438,107.49349975585938,46.39453125,148.64414978027344,149.5134735107422,49.778018951416016,235.34713745117188,156.24464416503906,70.44439697265625,325.30145263671875,165.56326293945312,137.58493041992188,140.6075897216797,432.1621398925781,191.20626831054688,44.399925231933594,40.890899658203125,136.33111572265625
2021-12-01,163.12327575683594,189.61044311523438,145.97962951660156,188.19000244140625,183.31967163085938,251.5,51.76839828491211,105.20304870605469,142.14999389648438,48.29125213623047,358.4538879394531,382.57025146484375,192.282470703125,107.32826232910156,45.8287467956543,150.69369506835938,148.62860107421875,49.635658264160156,234.94302368164062,156.87864685058594,70.00241088867188,324.799560546875,163.07843017578125,139.3168487548828,139.20103454589844,432.2789001464844,187.64405822753906,43.958309173583984,39.90513610839844,132.9477996826172
2021-12-02,162.1233673095703,189.95980834960938,152.5071563720703,202.3800048828125,188.41322326660156,261.20001220703125,52.822021484375,108.05601501464844,147.1999969482422,48.675682067871094,368.98431396484375,389.59259033203125,196.69854736328125,107.30990600585938,46.67742919921875,149.7499542236328,151.7538604736328,50.366432189941406,239.3882598876953,156.44677734375,69.48519897460938,324.218994140625,166.30674743652344,140.13522338867188,143.67906188964844,433.91326904296875,195.66647338867188,44.80620574951172,40.72660827636719,131.32884216308594
2021-12-03,160.22256469726562,191.15904235839844,151.69973754882812,198.49000549316406,189.38023376464844,258.32000732421875,52.89727783203125,107.37094116210938,146.22000122070312,48.57499694824219,364.4046325683594,389.63079833984375,196.21644592285156,109.09075164794922,46.441680908203125,151.93296813964844,149.00514221191406,50.8124885559082,239.898193359375,158.5877685546875,68.96797943115234,317.84271240234375,166.84088134765625,142.62847900390625,142.7222137451172,438.5494384765625,193.72254943847656,45.41563415527344,42.46994400024414,133.30648803710938
2021-12-06,163.6677703857422,197.15521240234375,156.3108367919922,205.8800048828125,192.7121124267578,258.75,53.58401107788086,109.05078887939453,150.3699951171875,49.3163948059082,370.6600646972656,397.16912841796875,198.86802673339844,110.0729751586914,48.08246994018555,155.3265838623047,150.76544189453125,52.11268997192383,246.11380004882812,162.82376098632812,69.04322052001953,320.9718017578125,165.53741455078125,144.7886505126953,145.26739501953125,449.080810546875,199.99839782714844,45.106502532958984,44.08550262451172,134.75094604492188
2021-12-07,169.46923828125,199.5442352294922,162.4103240966797,208.8300018310547,195.78546142578125,266.989990234375,54.637638092041016,110.66497802734375,150.80999755859375,50.21338653564453,380.9524841308594,397.6276550292969,199.73580932617188,111.60597229003906,49.572364807128906,155.7269744873047,153.03408813476562,52.39741516113281,250.07794189453125,162.22647094726562,67.97117614746094,329.5621643066406,167.86988830566406,144.4080352783203,146.48257446289062,453.59002685546875,204.62635803222656,44.85919952392578,44.02161407470703,134.31471252441406
2021-12-08,173.33021545410156,201.6310577392578,164.3364715576172,211.02999877929688,195.4982452392578,266.30999755859375,53.64045715332031,111.16236877441406,153.33999633789062,50.2591552734375,378.2960510253906,392.9174499511719,197.32528686523438,112.9278335571289,48.79912185668945,156.66119384765625,151.28318786621094,52.19811248779297,249.76046752929688,161.75784301757812,68.8457260131836,329.6113586425781,166.8506622314453,145.05511474609375,147.047119140625,457.62103271484375,206.2248992919922,44.594234466552734,44.2680549621582,132.95748901367188
2021-12-09,172.81541442871094,200.72457885742188,163.45126342773438,207.55999755859375,195.4407958984375,264.32000732421875,54.13904571533203,110.87144470214844,152.94000244140625,49.7831916809082,377.5058288574219,393.00341796875,198.62696838378906,113.43272399902344,47.60154342651367,158.14828491210938,151.0478515625,52.065242767333984,252.41603088378906,161.66598510742188,68.51660919189453,327.7712707519531,164.7436065673828,145.90203857421875,147.71115112304688,461.9741516113281,208.59315490722656,44.302764892578125,44.87958908081055,134.8068389892578
2021-12-10,177.6565399169922,199.13818359375,162.4881591796875,205.05999755859375,194.79931640625,266.0299987792969,55.73828887939453,111.05912780761719,152.7100067138672,50.04863357543945,372.3357849121094,396.8824462890625,202.3006134033203,113.9100570678711,47.70526885986328,157.75746154785156,150.44541931152344,53.41290283203125,254.9466094970703,162.7318572998047,68.29090118408203,337.06024169921875,165.68441772460938,147.9385223388672,148.44252014160156,466.76641845703125,210.57656860351562,44.329261779785156,45.18079376220703,137.26934814453125
2021-12-13,173.98365783691406,199.61032104492188,158.85958862304688,197.39999389648438,192.6833953857422,265.760009765625,55.136226654052734,108.75048065185547,150.42999267578125,48.8038215637207,366.22320556640625,387.17535400390625,201.74136352539062,112.52392578125,47.14891815185547,160.57916259765625,148.65682983398438,54.8175048828125,253.1376495361328,160.41632080078125,69.04322052001953,333.970458984375,163.5087127685547,150.0415802001953,147.41281127929688,466.6786804199219,208.22805786132812,44.408756256103516,44.852203369140625,139.7416229248047
2021-12-14,172.58770751953125,201.82937622070312,158.42181396484375,195.5,193.05679321289062,255.58999633789062,54.346004486083984,109.06957244873047,149.10000610351562,49.3163948059082,370.2030334472656,384.27093505859375,199.28260803222656,113.60712432861328,46.866024017333984,162.33316040039062,149.79586791992188,54.85546875,252.58926391601562,160.5449676513672,69.98303985595703,323.08740234375,162.09747314453125,150.59352111816406,150.82916259765625,467.9669494628906,207.2018280029297,44.73554611206055,45.01649856567383,141.0751190185547
2021-12-15,177.50807189941406,207.0323028564453,157.82843017578125,195.42999267578125,193.9280548095703,260.0400085449219,56.37797927856445,108.4501724243164,150.39999389648438,49.46284103393555,371.2408142089844,389.63079833984375,202.25238037109375,113.01045227050781,47.78070831298828,163.14346313476562,148.67567443847656,55.10222625732422,254.5135498046875,161.5189666748047,71.47344970703125,329.2964782714844,160.62744140625,151.1739959716797,152.40740966796875,482.5293273925781,209.5009765625,44.6472282409668,45.32683563232422,141.88296508789062
2021-12-16,170.53839111328125,210.17672729492188,158.5677490234375,190.7899932861328,197.39395141601562,253.1199951171875,56.73546600341797,109.4637222290039,148.75,49.975406646728516,378.3436584472656,381.7199401855469,202.10777282714844,115.59910583496094,47.93159103393555,164.9260711669922,151.0008087158203,55.66217041015625,255.50466918945312,163.8437042236328,72.06201934814453,319.70245361328125,159.47100830078125,153.31515502929688,155.91998291015625,481.04571533203125,211.53370666503906,46.59033203125,44.961734771728516,139.5177459716797
2021-12-17,169.42959594726562,210.10121154785156,155.65902709960938,192.6300048828125,192.79827880859375,252.92999267578125,56.87657165527344,106.61076354980469,148.75999450683594,49.51775360107422,363.5191345214844,370.68475341796875,197.82666015625,116.94851684570312,47.733558654785156,160.36941528320312,147.56488037109375,54.789039611816406,251.80026245117188,160.572509765625,71.8531723022461,318.6200256347656,158.13816833496094,149.8417510986328,152.2341766357422,475.4433288574219,209.07669067382812,46.96128463745117,44.58750534057617,135.05015563964844
2021-12-20,168.05349731445312,207.7310791015625,151.65109252929688,188.47999572753906,187.13987731933594,247.2100067138672,56.78249740600586,106.65768432617188,146.47000122070312,48.97772979736328,353.8170166015625,372.0414733886719,192.69711303710938,116.63641357421875,46.77172088623047,159.911865234375,144.91030883789062,54.60871887207031,251.82913208007812,158.6337127685547,72.53667449951172,314.792236328125,153.84561157226562,150.222412109375,147.7496337890625,472.1346130371094,205.9782257080078,46.890628814697266,44.56925964355469,135.4881591796875
2021-12-21,171.26113891601562,208.60922241210938,156.5345916748047,199.52000427246094,189.86854553222656,252.5500030517578,57.41278839111328,108.36571502685547,151.0500030517578,49.609291076660156,362.1100769042969,373.06378173828125,194.4519500732422,118.38971710205078,47.8750114440918,159.3970947265625,146.93417358398438,54.827003479003906,254.38851928710938,158.8909912109375,71.71077728271484,322.05419921875,163.3029327392578,150.12722778320312,149.6647186279297,475.53118896484375,212.53036499023438,46.616825103759766,45.60065460205078,135.89695739746094
2021-12-22,173.8846435546875,209.1852569580078,158.05218505859375,201.69000244140625,193.54505920410156,252.8000030517578,57.88315200805664,108.98509979248047,151.8800048828125,49.636749267578125,364.0237731933594,378.0033264160156,194.61585998535156,119.1057357788086,48.0636100769043,160.0834503173828,147.50839233398438,55.21611022949219,254.9176788330078,158.6337127685547,72.29936218261719,327.86968994140625,162.13668823242188,151.61175537109375,148.865966796875,482.2852783203125,215.0762481689453,46.60799789428711,46.011390686035156,136.07215881347656
2021-12-23,174.5182342529297,211.31932067871094,159.7253875732422,204.22000122070312,197.42269897460938,253.13999938964844,58.58869934082031,109.24787902832031,153.6300048828125,50.469669342041016,366.60400390625,379.36956787109375,197.87490844726562,119.91354370117188,48.38421630859375,160.3885040283203,148.03555297851562,55.25407409667969,255.88951110839844,160.77468872070312,71.89115142822266,329.3358154296875,162.36209106445312,152.35403442382812,148.8274688720703,483.50531005859375,213.75393676757812,46.52850341796875,46.07528305053711,135.77044677734375
2021-12-27,178.5277557373047,212.62240600585938,159.9199676513672,203.1699981689453,197.5950469970703,258.29998779296875,59.661136627197266,111.48145294189453,152.8000030517578,51.137840270996094,369.46038818359375,386.0766296386719,199.0415802001953,120.82231903076172,48.978294372558594,161.74215698242188,148.88278198242188,55.66217041015625,258.09283447265625,162.3643035888672,72.68856048583984,336.9716796875,164.2339630126953,154.133544921875,150.16510009765625,487.5265808105469,214.75059509277344,46.52850341796875,46.303462982177734,137.00656127929688
2021-12-28,177.49815368652344,213.18898010253906,159.9394073486328,206.1300048828125,197.8247833251953,255.4499969482422,59.76461410522461,111.2656021118164,155.1999969482422,51.83346939086914,369.0509338378906,388.1116638183594,199.63937377929688,121.74947357177734,48.808555603027344,162.39036560058594,149.33465576171875,55.880455017089844,257.7464599609375,163.22805786132812,72.91638946533203,335.7908630371094,163.09713745117188,154.96144104003906,151.20445251464844,490.8841247558594,215.1650390625,46.56383514404297,46.9423942565918,138.9727020263672
2021-12-29,177.58726501464844,214.91700744628906,159.37518310546875,203.66000366210938,198.5045928955078,254.5399932861328,60.169124603271484,110.69313049316406,154.8699951171875,52.227054595947266,367.7084655761719,392.5257263183594,200.10220336914062,122.41041564941406,48.874568939208984,163.5343017578125,149.25929260253906,55.94688415527344,258.3334045410156,163.9355926513672,73.04930114746094,336.479736328125,165.41000366210938,156.2461395263672,151.57015991210938,493.4608459472656,215.28346252441406,46.245872497558594,47.69083786010742,138.90455627441406
2021-12-30,176.4190673828125,213.84999084472656,159.69619750976562,202.7100067138672,197.30780029296875,255.3300018310547,59.849281311035156,110.20513153076172,155.92999267578125,51.97076416015625,367.0610046386719,391.6658935546875,199.69723510742188,122.9244613647461,48.78970718383789,164.2587890625,149.1840057373047,55.785545349121094,257.1018371582031,163.22805786132812,73.22966003417969,333.8917541503906,164.14576721191406,154.89483642578125,150.90615844726562,492.3383483886719,214.98741149902344,46.14871597290039,47.453529357910156,139.35226440429688
2021-12-31,175.7953338623047,212.43356323242188,159.15142822265625,201.32000732421875,197.93971252441406,254.1300048828125,59.61409378051758,110.13005828857422,154.88999938964844,51.91585159301758,364.23321533203125,396.5098571777344,201.04713439941406,122.6949691772461,48.563385009765625,163.0767364501953,149.0616455078125,56.19363784790039,257.9292907714844,163.21885681152344,72.75501251220703,330.9397888183594,163.34214782714844,155.66566467285156,150.54043579101562,490.10333251953125,213.84275817871094,45.892574310302734,47.60869216918945,140.83177185058594
2022-01-03,180.19097900390625,214.05770874023438,163.63609313964844,207.86000061035156,198.1886444091797,255.4600067138672,59.41653823852539,111.92253875732422,156.75999450683594,52.05314254760742,376.40130615234375,390.423828125,199.39833068847656,124.87971496582031,50.17587661743164,163.52476501464844,152.21511840820312,56.279052734375,258.4199523925781,163.3199462890625,72.97335815429688,329.3948669433594,161.382080078125,155.01853942871094,149.8860321044922,490.2399597167969,218.50030517578125,46.3165283203125,48.43016815185547,140.79281616210938
2022-01-04,177.904052734375,215.1436309814453,168.8892364501953,213.6300048828125,208.79696655273438,248.22999572753906,57.95928192138672,113.95902252197266,155.72999572753906,53.46269989013672,387.9695739746094,394.43658447265625,201.5195770263672,126.69728088378906,50.1098747253418,163.0862579345703,157.98556518554688,57.21862030029297,258.3526611328125,165.60791015625,73.10625457763672,323.7467041015625,163.06773376464844,155.5609588623047,153.01370239257812,479.1327209472656,219.51669311523438,47.22625732421875,48.81351089477539,138.21348571777344
2022-01-05,173.17184448242188,212.59408569335938,167.08953857421875,213.07000732421875,210.39590454101562,227.6699981689453,57.04138946533203,114.70042419433594,155.19000244140625,53.40778350830078,379.5433654785156,389.0862121582031,203.50584411621094,126.8808822631836,50.798240661621094,164.17298889160156,155.09725952148438,57.693145751953125,257.0825500488281,164.927978515625,74.88146209716797,311.3187561035156,159.01039123535156,156.2651824951172,153.7547149658203,477.9517517089844,217.0892333984375,47.7120361328125,49.288143157958984,140.08230590820312
2022-01-06,170.28102111816406,212.62240600585938,168.6206817626953,211.33999633789062,212.54055786132812,229.14999389648438,57.64700698852539,115.67642974853516,156.89999389648438,53.307106018066406,377.9247131347656,387.6722412109375,203.2744598388672,124.23715209960938,50.93025207519531,163.61056518554688,156.7450408935547,57.38945388793945,259.488037109375,163.558837890625,74.83399963378906,308.85870361328125,157.82455444335938,154.95193481445312,156.21832275390625,458.3921203613281,216.84255981445312,47.482383728027344,47.8642578125,139.69297790527344
2022-01-07,170.4493408203125,214.62428283691406,170.06405639648438,215.5,214.6469268798828,228.30999755859375,57.84572982788086,117.33753204345703,157.8300018310547,54.094261169433594,378.4769592285156,376.06378173828125,208.02801513671875,123.76898193359375,50.39276123046875,165.8221435546875,158.2980499267578,57.2565803527832,256.9574890136719,165.35064697265625,76.22948455810547,309.01617431640625,153.8358154296875,154.8662872314453,159.98110961914062,447.6070251464844,214.08946228027344,48.4835319519043,49.14209747314453,141.0264434814453
2022-01-10,170.46913146972656,217.5326385498047,169.43991088867188,209.30999755859375,212.20541381835938,229.6300048828125,58.498653411865234,117.4126205444336,156.60000610351562,53.45355224609375,380.0574645996094,370.18798828125,205.81996154785156,123.95257568359375,52.061832427978516,165.00234985351562,158.4495849609375,57.35149002075195,254.4077606201172,163.0167236328125,78.1945571899414,309.2425231933594,147.4362030029297,152.75372314453125,157.8831787109375,453.85357666015625,209.16549682617188,48.152793884277344,49.04170227050781,140.75389099121094
2022-01-11,173.33021545410156,219.43064880371094,171.03932189941406,216.02000427246094,210.58738708496094,234.83999633789062,59.019107818603516,120.0966567993164,157.88999938964844,54.167484283447266,383.7516784667969,369.4331970214844,208.5679473876953,121.96976470947266,52.721923828125,163.24832153320312,158.6105499267578,57.3704719543457,252.20436096191406,164.4593505859375,77.53003692626953,309.941162109375,147.29898071289062,150.98370361328125,157.0170440673828,457.7577209472656,211.54360961914062,47.90251159667969,49.5893440246582,140.35484313964844
2022-01-12,173.7757568359375,218.84518432617188,170.15182495117188,217.4499969482422,212.93310546875,237.8300018310547,58.78253936767578,119.49603271484375,157.8000030517578,54.2407112121582,371.6216735839844,372.0414733886719,210.43853759765625,122.6307144165039,52.56161117553711,161.85653686523438,159.5102081298828,57.45588302612305,251.04978942871094,164.8636474609375,77.0838623046875,313.178466796875,149.17086791992188,151.31671142578125,156.834228515625,462.364501953125,212.8560028076172,47.77737045288086,49.20599365234375,139.61509704589844
2022-01-13,170.46913146972656,217.98590087890625,169.00103759765625,223.89999389648438,217.33729553222656,228.6300048828125,58.19585037231445,118.9986343383789,155.44000244140625,54.86310958862305,372.0881652832031,369.7293395996094,211.57630920410156,123.70471954345703,51.80722427368164,160.87466430664062,159.3113250732422,57.79754638671875,251.521240234375,166.33383178710938,77.19778442382812,299.9239501953125,146.60316467285156,150.63157653808594,156.9112091064453,456.225341796875,212.15538024902344,47.839942932128906,49.46156311035156,141.59097290039062
2022-01-14,171.34033203125,222.2445831298828,164.23208618164062,225.9600067138672,219.19471740722656,231.22999572753906,58.06336975097656,121.0257568359375,151.94000244140625,55.595359802246094,362.7003479003906,355.4171447753906,209.86000061035156,123.1998519897461,52.523895263671875,159.9976348876953,149.51950073242188,58.262577056884766,247.96119689941406,164.23883056640625,77.2547378540039,305.2376403808594,145.2213134765625,152.07803344726562,157.06520080566406,457.455078125,211.82977294921875,47.62540817260742,49.56196594238281,141.19189453125
2022-01-18,168.10301208496094,220.7998504638672,162.0572509765625,225.00999450683594,220.08511352539062,226.05999755859375,56.52094268798828,121.4198989868164,152.27000427246094,55.101097106933594,337.43109130859375,350.3725280761719,205.94529724121094,122.03402709960938,51.637489318847656,159.292236328125,143.25048828125,57.79754638671875,246.7777099609375,163.8161163330078,77.40663146972656,297.8083801269531,144.01588439941406,149.14707946777344,157.41165161132812,449.9397277832031,212.8560028076172,47.759490966796875,48.85002136230469,138.71961975097656
2022-01-19,164.5686798095703,218.4108428955078,157.39556884765625,217.0800018310547,213.25436401367188,226.27000427246094,55.735538482666016,120.97882080078125,150.11000061035156,54.77158737182617,330.6900939941406,343.6558837890625,203.18768310546875,120.78560638427734,50.56249237060547,158.79652404785156,141.03453063964844,57.892452239990234,245.56536865234375,163.99989318847656,77.16930389404297,298.4775085449219,142.21263122558594,154.162109375,154.0434112548828,451.4329833984375,211.839599609375,47.822059631347656,48.85914993286133,140.10174560546875
2022-01-20,162.86585998535156,216.14456176757812,156.9372100830078,214.19000244140625,208.4151153564453,222.94000244140625,54.959598541259766,120.547119140625,147.6199951171875,52.91352081298828,331.4327697753906,333.9965515136719,201.44244384765625,120.08795928955078,49.07259750366211,157.52867126464844,139.83184814453125,57.655189514160156,243.55445861816406,159.48825073242188,76.65667724609375,296.7751770019531,139.88015747070312,154.99449157714844,158.9610137939453,451.9015197753906,211.51400756835938,47.7326774597168,48.53969192504883,137.4542999267578
